Player,Nationality,Team,Position,Age,Comp Level,Games,Games Starts,Minutes,Minutes 90S,Goals_Per90,Assists_Per90,Goals Pens_Per90,Pens Made_Per90,Pens Att_Per90,Cards Yellow_Per90,Cards Red_Per90,Xg_Per90,Npxg_Per90,Passes Completed_Per90,Passes_Per90,Passes Pct_Per90,Passes Total Distance_Per90,Passes Progressive Distance_Per90,Passes Completed Short_Per90,Passes Short_Per90,Passes Pct Short_Per90,Passes Completed Medium_Per90,Passes Completed Long_Per90,Passes Long_Per90,Passes Pct Long_Per90,Assisted Shots_Per90,Passes Into Final Third_Per90,Passes Into Penalty Area_Per90,Crosses Into Penalty Area_Per90,Progressive Passes_Per90,Shots On Target_Per90,Shots On Target Pct_Per90,Goals Per Shot_Per90,Goals Per Shot On Target_Per90,Average Shot Distance_Per90,Shots Free Kicks_Per90,Npxg Per Shot_Per90,Xg Net_Per90,Npxg Net_Per90,Passes Live_Per90,Passes Dead_Per90,Passes Free Kicks_Per90,Through Balls_Per90,Passes Switches_Per90,Crosses_Per90,Corner Kicks Straight_Per90,Throw Ins_Per90,Passes Offsides_Per90,Passes Blocked_Per90,Sca_Per90,Sca Passes Live_Per90,Sca Passes Dead_Per90,Sca Dribbles_Per90,Sca Shots_Per90,Sca Fouled_Per90,Sca Defense_Per90,Gca_Per90,Gca Passes Live_Per90,Gca Passes Dead_Per90,Gca Dribbles_Per90,Gca Shots_Per90,Gca Fouled_Per90,Gca Defense_Per90,Tackles_Per90,Tackles Won_Per90,Tackles Def 3Rd_Per90,Tackles Mid 3Rd_Per90,Tackles Att 3Rd_Per90,Dribble Tackles_Per90,Dribbles Vs_Per90,Dribble Tackles Pct_Per90,Dribbled Past_Per90,Blocks_Per90,Blocked Shots_Per90,Blocked Passes_Per90,Interceptions_Per90,Tackles Interceptions_Per90,Clearances_Per90,Errors_Per90,Touches_Per90,Touches Def Pen Area_Per90,Touches Def 3Rd_Per90,Touches Mid 3Rd_Per90,Touches Att 3Rd_Per90,Touches Att Pen Area_Per90,Touches Live Ball_Per90,Dribbles Completed_Per90,Dribbles_Per90,Dribbles Completed Pct_Per90,Miscontrols_Per90,Dispossessed_Per90,Passes Received_Per90,Progressive Passes Received_Per90
Abdoulaye Touré,FRA,Genoa,MF,27.0,Serie A,8,6.0,430,4.8,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.04,0.04,27.08,35.83,15.75,402.92,79.79,13.75,17.71,16.17,10.42,1.46,2.08,14.58,0.21,2.5,0.0,0.0,1.46,0.0,0.0,0.0,0.0,4.52,0.0,0.01,-0.04,-0.04,35.42,0.21,0.21,0.0,0.0,0.62,0.0,0.0,0.21,0.83,0.83,0.62,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.83,0.62,1.67,0.21,1.04,2.29,9.48,1.25,1.25,0.21,1.04,0.83,3.33,1.25,0.0,46.88,1.67,10.62,28.96,7.92,1.04,46.88,1.25,1.88,13.9,0.83,0.83,26.67,0.83
Abdourahmane Barry,FRA,Greuther Fürth,DF,21.0,Bundesliga,8,1.0,210,2.3,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,36.96,48.26,33.3,587.39,256.52,20.43,22.17,40.09,12.61,2.61,6.96,16.3,0.87,2.17,0.87,0.87,2.61,0.0,0.0,0.0,0.0,11.26,0.0,0.02,0.0,0.0,39.13,8.7,1.3,0.0,0.0,3.04,0.0,7.39,0.43,2.17,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61,1.74,1.3,1.3,0.0,2.17,3.04,31.04,0.87,2.17,0.87,1.3,1.74,4.35,0.43,0.0,62.17,5.65,20.43,26.52,16.09,1.74,62.17,0.43,1.74,10.87,3.91,0.87,30.43,2.61
Abdu Conté, POR,Moreirense,"DF,MF",23.0,Primeira Liga,33,33.0,2723,30.3,0.0,0.07,0.0,0.0,0.0,0.26,0.0,0.06,0.06,66.79,90.41,9.739999999999998,1062.5,432.41,35.09,42.09,10.989999999999998,24.91,4.94,9.75,6.6,1.19,5.140000000000001,1.25,0.72,4.9399999999999995,0.14,2.64,0.0,0.0,1.9,0.0,0.01,-0.06,-0.06,69.97,20.04,1.51,0.0,0.4,6.779999999999999,0.0,18.14,0.39,3.23,2.9000000000000004,2.38,0.13,0.07,0.13,0.13,0.07,0.2,0.2,0.0,0.0,0.0,0.0,0.0,2.9699999999999998,1.4500000000000002,2.31,0.5900000000000001,0.07,1.58,2.6500000000000004,8.23,1.06,1.32,0.26,1.06,0.73,3.69,1.85,0.0,103.28999999999999,3.63,32.3,43.5,29.6,2.37,103.28999999999999,2.23,3.62,8.04,3.03,0.92,60.81,5.279999999999999
Abdul Majeed Waris,GHA,Strasbourg,"FW,MF",29.0,Ligue 1,15,2.0,327,3.6,0.56,0.0,0.56,0.0,0.0,0.28,0.0,0.36,0.36,26.94,36.67,20.42,367.78,85.0,17.22,20.83,22.97,7.22,1.11,1.94,15.86,1.11,1.67,0.83,0.56,1.94,0.83,11.92,0.08,0.19,4.94,0.0,0.05,0.19,0.19,35.28,1.11,0.28,0.28,0.0,1.94,0.0,0.83,0.28,1.67,3.06,2.22,0.0,0.56,0.0,0.28,0.0,0.56,0.28,0.0,0.28,0.0,0.0,0.0,1.39,0.83,0.56,0.83,0.0,1.39,2.78,13.89,1.39,0.56,0.0,0.56,0.0,1.39,0.28,0.0,46.94,0.28,4.44,19.17,24.44,4.17,46.94,3.33,5.0,18.53,2.78,1.11,38.89,6.94
Abdul Mumin, GHA,Vitória,DF,23.0,Primeira Liga,26,26.0,2224,24.7,0.0,0.0,0.0,0.0,0.0,0.45,0.08,0.04,0.04,40.49,48.02,3.41,859.23,304.7,11.3,12.75,3.59,23.0,5.99,9.35,2.6,0.16,2.87,0.0,0.0,1.78,0.04,0.45,0.0,0.0,0.39,0.0,0.0,-0.04,-0.04,46.76,1.17,1.05,0.0,0.36,0.12,0.0,0.12,0.08,0.16,0.4,0.36,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,1.01,0.81,0.53,0.04,0.69,0.97,2.87,0.28,0.93,0.69,0.24,1.38,2.75,4.05,0.04,57.85,7.13,33.24,23.4,1.5,0.65,57.85,0.32,0.61,2.16,0.73,0.12,38.38,0.28
Abdulwahab Ibrahim, GHA,Famalicão,MF,22.0,Primeira Liga,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdón Prats,ESP,Mallorca,FW,28.0,La Liga,23,6.0,641,7.1,0.42,0.0,0.42,0.0,0.0,0.42,0.0,0.3,0.3,14.65,21.97,9.39,180.7,41.41,9.01,13.52,9.39,3.1,0.56,0.99,8.04,1.41,1.27,0.56,0.0,1.41,0.85,4.69,0.02,0.07,2.24,0.28,0.02,0.13,0.13,19.58,2.39,0.14,0.0,0.28,0.28,0.0,0.0,0.0,0.7,2.54,1.69,0.14,0.0,0.28,0.28,0.14,0.14,0.0,0.0,0.0,0.14,0.0,0.0,0.28,0.28,0.14,0.0,0.14,0.14,0.7,2.82,0.56,0.7,0.0,0.7,0.14,0.42,0.85,0.0,32.11,0.7,2.82,15.21,14.37,3.8,32.11,0.99,1.55,8.96,2.39,2.96,22.11,4.37
Abel Camará, GNB,B-SAD,FW,31.0,Primeira Liga,24,16.0,1560,17.3,0.29,0.0,0.29,0.0,0.0,0.23,0.12,0.35,0.35,11.73,18.09,3.75,158.27,36.47,7.4,9.42,4.54,3.12,0.46,1.04,2.57,0.58,0.92,0.35,0.06,0.98,1.04,2.21,0.01,0.02,0.84,0.0,0.01,-0.06,-0.06,17.17,0.75,0.0,0.06,0.06,1.04,0.0,0.06,0.17,0.92,1.79,1.21,0.0,0.12,0.29,0.17,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,1.04,0.69,0.4,0.46,0.17,0.4,1.16,2.02,0.75,0.87,0.29,0.58,0.46,1.5,0.58,0.0,29.83,0.87,2.83,14.34,12.83,3.99,29.83,0.29,0.92,1.81,3.53,0.52,22.31,4.39
Abel Hernández, URU,Atlético,FW,30.0,Liga MX,16,6.0,587,6.5,0.31,0.31,0.31,0.0,0.0,0.0,0.0,0.46,0.46,8.62,13.69,9.68,117.69,26.62,5.54,8.15,10.45,2.31,0.46,0.77,9.23,0.62,1.69,0.0,0.0,0.77,1.08,5.12,0.02,0.04,2.15,0.0,0.02,-0.15,-0.15,12.62,0.92,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,2.0,0.77,0.0,0.0,0.46,0.62,0.15,0.31,0.31,0.0,0.0,0.0,0.0,0.0,0.46,0.31,0.0,0.0,0.46,0.31,0.92,5.12,0.62,0.62,0.15,0.46,0.31,0.77,0.62,0.0,24.15,0.92,1.38,10.0,12.92,4.31,24.15,0.31,1.08,4.4,2.62,0.62,16.92,3.85
Abel Ruiz, ESP,Braga,"FW,MF",21.0,Primeira Liga,28,14.0,1384,15.4,0.13,0.19,0.13,0.0,0.0,0.13,0.0,0.21,0.21,17.86,22.66,5.12,238.12,32.14,11.36,12.79,5.77,4.87,0.65,1.04,4.06,1.17,0.84,0.65,0.19,1.04,0.32,1.71,0.01,0.03,1.03,0.0,0.01,-0.08,-0.08,21.04,1.62,0.0,0.26,0.06,0.84,0.0,0.06,0.0,0.84,2.27,1.82,0.0,0.13,0.19,0.13,0.0,0.26,0.19,0.0,0.06,0.0,0.0,0.0,0.13,0.0,0.0,0.06,0.06,0.13,0.78,1.08,0.65,0.45,0.13,0.32,0.19,0.32,0.32,0.0,29.61,0.58,1.69,13.77,14.74,3.05,29.61,1.3,1.88,4.48,2.4,1.04,22.6,5.52
Abner, BRA,Atl Paranaense,DF,21.0,Brasileiro Serie A,28,25.0,2106,23.4,0.04,0.09,0.04,0.0,0.0,0.26,0.0,0.05,0.05,42.14,54.83,3.29,730.3,295.68,20.04,22.78,3.76,17.61,3.89,7.74,2.15,1.32,4.49,0.68,0.26,3.59,0.13,0.99,0.0,0.01,0.9,0.0,0.0,-0.01,-0.01,43.55,11.15,1.15,0.04,0.3,2.09,0.0,9.79,0.13,1.15,2.31,1.88,0.17,0.09,0.04,0.0,0.13,0.26,0.17,0.04,0.0,0.04,0.0,0.0,1.84,1.2,1.11,0.6,0.13,1.03,1.62,2.7,0.6,0.77,0.13,0.64,1.67,3.5,2.31,0.0,62.74,3.63,18.33,31.32,13.68,1.03,62.74,0.38,0.64,2.56,0.73,0.51,34.53,1.67
Aboubakar Kamara, MTN,Fulham,FW,26.0,Championship,1,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aboubakar Sidibé,FRA,Clermont Foot,DF,25.0,Ligue 1,1,0.0,6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,50.0,800.0,360.0,50.0,40.0,40.0,1000.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,30.0,20.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,20.0
Abraham Marcus, NGA,Portimonense,FW,21.0,Primeira Liga,3,1.0,81,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,21.11,23.33,100.56,343.33,150.0,12.22,12.22,111.11,3.33,3.33,3.33,111.11,2.22,3.33,1.11,0.0,4.44,0.0,0.0,0.0,0.0,22.78,0.0,0.04,-0.11,-0.11,22.22,1.11,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,3.33,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,1.11,2.22,0.0,2.22,1.11,1.11,2.22,0.0,38.89,1.11,5.56,18.89,17.78,2.22,38.89,2.22,2.22,111.11,4.44,4.44,24.44,4.44
Abraham Rodriguez, USA,Colorado Rapids,GK,19.0,MLS,1,0.0,46,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,200.0,356.0,308.0,8.0,8.0,200.0,2.0,6.0,6.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,18.0,22.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
Abu Danladi, GHA,Minnesota Utd,"FW,MF",26.0,MLS,19,6.0,634,7.0,0.29,0.0,0.29,0.0,0.0,0.14,0.0,0.17,0.17,16.43,24.29,9.66,221.43,64.43,9.57,11.71,11.67,5.0,0.57,1.86,4.4,0.86,0.86,0.57,0.29,1.57,0.57,5.71,0.03,0.07,2.37,0.0,0.02,0.11,0.11,23.57,0.71,0.14,0.14,0.0,2.57,0.0,0.0,0.0,0.86,1.86,1.57,0.0,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,1.43,0.86,0.86,0.43,1.14,4.0,4.09,2.86,1.0,0.14,0.86,1.14,3.29,0.14,0.0,36.71,0.43,5.71,13.43,18.0,2.29,36.71,1.0,3.0,4.76,3.43,1.57,23.0,5.14
Achraf El Bouchataoui, NED,RKC Waalwijk,MF,21.0,Eredivisie,13,3.0,365,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,52.93,73.17,17.63,1037.8,347.07,17.56,20.73,20.66,22.44,9.76,17.8,13.37,1.46,5.85,1.46,0.49,5.61,0.24,3.05,0.0,0.0,5.66,0.0,0.01,-0.12,-0.12,66.83,6.34,3.17,0.73,0.73,5.37,0.0,0.98,0.0,0.98,2.93,2.44,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,0.98,1.22,0.49,0.24,0.98,1.95,12.2,0.98,0.49,0.0,0.49,0.73,2.68,1.46,0.0,84.63,1.71,22.68,43.17,19.76,1.22,84.63,0.49,1.95,6.1,1.71,0.73,54.88,1.22
Achraf Hakimi,MAR,Paris S-G,DF,22.0,Ligue 1,32,28.0,2479,27.5,0.15,0.22,0.15,0.0,0.0,0.11,0.04,0.11,0.11,59.16,66.58,3.23,806.15,208.73,36.04,38.69,3.39,18.4,1.64,2.15,2.77,1.13,2.22,1.24,0.25,2.87,0.36,1.82,0.01,0.01,0.58,0.0,0.01,0.04,0.04,58.87,7.6,0.98,0.04,0.11,1.89,0.0,6.55,0.11,1.16,1.89,1.53,0.04,0.18,0.07,0.0,0.07,0.33,0.29,0.0,0.04,0.0,0.0,0.0,2.73,1.85,1.38,1.02,0.33,1.49,2.65,2.04,1.16,0.91,0.18,0.73,1.02,3.75,0.84,0.07,74.73,2.15,18.8,30.07,26.55,2.76,74.73,0.76,1.93,1.44,1.16,0.51,54.87,4.76
Achraf Lazaar, MAR,Portimonense,DF,29.0,Primeira Liga,4,3.0,241,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,15.56,25.56,22.56,270.0,113.7,7.41,9.26,29.63,4.81,1.85,5.19,13.22,0.37,2.22,0.37,0.0,0.74,0.37,18.52,0.0,0.0,7.11,0.37,0.06,-0.11,-0.11,21.48,3.7,1.11,0.0,0.0,1.85,0.0,2.22,0.37,0.37,0.74,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59,2.22,2.22,0.0,0.37,1.11,2.59,15.89,1.48,0.74,0.37,0.37,1.85,4.44,5.19,0.0,37.41,5.56,18.15,14.07,5.56,0.37,37.41,1.11,1.48,27.78,0.74,1.48,15.93,0.37
Achraf Madi, NED,Sparta R'dam,DF,19.0,Eredivisie,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adailson Dadá, BRA,Goiás,"MF,FW",24.0,Brasileiro Serie A,33,30.0,2508,27.9,0.07,0.22,0.07,0.0,0.0,0.36,0.04,0.09,0.09,15.95,24.41,2.34,265.95,96.02,8.78,10.43,3.02,5.16,1.58,4.12,1.37,1.29,1.61,0.54,0.32,1.22,0.39,0.82,0.0,0.01,0.83,0.14,0.0,-0.02,-0.02,20.72,3.58,1.11,0.07,0.43,3.76,0.0,1.68,0.11,1.33,2.54,1.33,0.5,0.14,0.11,0.47,0.0,0.36,0.22,0.07,0.0,0.07,0.0,0.0,1.36,0.79,0.86,0.36,0.14,0.47,1.51,1.11,1.04,0.82,0.07,0.75,0.54,1.9,0.72,0.0,35.77,1.04,6.92,14.3,15.45,1.61,35.77,1.43,3.05,1.69,2.65,2.01,22.15,2.65
Adalberto Carrasquilla, PAN,Houston Dynamo,MF,23.0,MLS,32,27.0,2392,26.6,0.08,0.11,0.08,0.0,0.0,0.38,0.04,0.08,0.08,38.76,48.57,3.0,733.57,222.44,16.84,19.1,3.32,15.49,5.83,9.17,2.39,1.35,6.39,0.98,0.11,4.81,0.23,0.78,0.0,0.01,0.91,0.0,0.0,-0.01,-0.01,47.03,1.09,0.68,0.53,1.09,0.98,0.0,0.08,0.45,0.71,2.93,2.52,0.08,0.04,0.08,0.15,0.08,0.26,0.19,0.0,0.04,0.04,0.0,0.0,1.28,0.79,0.56,0.6,0.11,0.6,2.03,1.11,1.43,1.05,0.11,0.94,1.32,2.59,0.83,0.0,57.22,1.77,10.94,34.7,12.89,0.79,57.22,1.99,2.86,2.62,1.58,0.75,39.85,1.43
Adam Armour, USA,Charlotte,MF,19.0,MLS,5,0.0,85,0.9,1.11,0.0,1.11,0.0,0.0,1.11,0.0,0.22,0.22,32.22,45.56,78.56,471.11,126.67,20.0,26.67,83.33,11.11,1.11,2.22,55.56,3.33,1.11,1.11,1.11,1.11,2.22,74.11,0.37,0.56,22.33,0.0,0.06,0.89,0.89,42.22,2.22,1.11,0.0,0.0,2.22,0.0,1.11,1.11,0.0,5.56,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.44,0.0,4.44,2.22,2.22,1.11,0.0,62.22,3.33,13.33,25.56,25.56,4.44,62.22,1.11,3.33,37.0,4.44,0.0,42.22,4.44
Adam Armstrong,ENG,Southampton,FW,24.0,Premier League,23,17.0,1413,15.7,0.13,0.13,0.13,0.0,0.0,0.06,0.0,0.31,0.31,14.59,20.64,4.5,219.94,38.85,7.07,9.04,4.98,5.92,0.76,1.4,3.47,0.83,0.7,0.83,0.0,1.53,0.89,1.9,0.0,0.01,1.1,0.0,0.01,-0.18,-0.18,18.03,2.55,0.0,0.25,0.06,1.15,0.0,0.13,0.06,0.38,2.29,1.4,0.0,0.32,0.38,0.19,0.0,0.19,0.13,0.0,0.0,0.0,0.06,0.0,0.64,0.25,0.13,0.13,0.38,0.0,0.38,0.0,0.38,0.83,0.06,0.76,0.19,0.83,0.38,0.0,31.27,0.57,2.68,11.85,17.32,4.78,31.27,1.02,2.68,2.43,2.87,0.83,20.64,5.67
Adam Bareiro, PAR,Atlético,FW,25.0,Liga MX,11,7.0,611,6.8,0.29,0.29,0.15,0.15,0.29,0.0,0.0,0.47,0.24,15.59,23.24,9.87,195.29,23.09,10.44,13.53,11.35,3.53,0.59,1.32,6.53,1.76,0.74,0.15,0.15,0.29,0.44,4.9,0.02,0.05,2.46,0.0,0.03,-0.18,-0.09,22.21,1.03,0.0,0.0,0.59,0.74,0.0,0.15,0.0,0.59,2.5,2.35,0.0,0.0,0.15,0.0,0.0,0.29,0.15,0.0,0.0,0.15,0.0,0.0,0.15,0.0,0.0,0.15,0.0,0.0,0.74,0.0,0.74,0.29,0.15,0.15,0.0,0.15,0.88,0.0,34.12,1.03,1.91,13.82,18.68,5.29,33.82,0.88,1.32,9.81,3.82,1.03,24.85,7.21
Adam Buksa, POL,New England,FW,25.0,MLS,10,9.0,815,9.1,0.77,0.22,0.77,0.0,0.0,0.33,0.11,0.41,0.41,13.08,18.46,7.78,189.67,35.05,7.47,9.67,8.49,4.07,0.88,0.99,9.77,0.44,1.87,0.11,0.0,0.99,1.54,4.53,0.02,0.05,1.15,0.0,0.01,0.36,0.36,16.37,1.98,0.0,0.0,0.0,0.33,0.0,0.0,0.11,0.44,1.32,0.77,0.0,0.22,0.33,0.0,0.0,0.44,0.22,0.0,0.11,0.11,0.0,0.0,0.55,0.11,0.0,0.44,0.11,0.11,0.55,2.2,0.44,0.44,0.0,0.44,0.0,0.55,1.32,0.0,29.45,1.32,1.87,15.38,12.31,5.93,29.45,1.1,1.54,7.85,3.41,1.98,22.42,5.05
Adam Davies, WAL,Stoke City,GK,29.0,Championship,12,12.0,1080,12.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,21.42,33.42,5.34,503.58,361.75,8.42,8.58,8.17,7.75,4.92,16.33,2.51,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.67,11.5,2.92,0.0,0.0,0.0,0.0,0.0,0.25,0.08,0.08,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.08,0.0,0.0,0.08,0.08,8.33,0.0,0.0,0.0,0.0,0.0,0.08,0.5,0.0,35.25,31.0,34.83,0.42,0.0,0.0,35.25,0.0,0.0,0.0,0.08,0.0,14.58,0.0
Adam Esparza, USA,LA Galaxy,MF,19.0,MLS,1,0.0,10,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,1000.0,1540.0,210.0,40.0,40.0,1000.0,40.0,10.0,10.0,1000.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0
Adam Forshaw,ENG,Leeds United,MF,29.0,Premier League,22,17.0,1530,17.0,0.0,0.06,0.0,0.0,0.0,0.29,0.0,0.04,0.04,40.88,49.53,4.85,685.41,189.71,20.12,22.88,5.17,14.88,4.29,6.06,4.17,0.76,4.0,0.47,0.0,3.06,0.24,1.68,0.0,0.0,1.47,0.06,0.0,-0.04,-0.04,47.35,1.82,1.47,0.35,0.35,0.29,0.0,0.29,0.35,1.06,2.0,1.82,0.0,0.0,0.18,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,3.12,1.35,1.24,1.59,0.29,1.24,3.18,2.29,1.94,1.0,0.06,0.94,1.12,4.24,0.71,0.12,58.47,1.53,15.59,34.0,9.76,0.53,58.47,0.71,1.12,3.72,1.41,0.65,36.88,1.29
Adam Idah,IRL,Norwich City,"FW,MF",20.0,Premier League,17,6.0,625,6.9,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.32,0.32,13.77,21.74,9.17,212.46,41.74,7.68,9.86,11.29,4.64,0.72,1.45,7.25,0.72,1.16,0.72,0.29,1.01,0.58,4.14,0.01,0.04,2.01,0.0,0.02,-0.17,-0.17,20.72,0.72,0.0,0.0,0.14,1.88,0.0,0.43,0.29,1.59,2.46,1.45,0.14,0.29,0.14,0.43,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,1.3,0.87,0.29,0.72,0.29,0.29,0.43,9.67,0.14,0.58,0.29,0.29,0.43,1.74,1.01,0.0,32.9,1.59,3.77,13.19,16.52,4.35,32.9,1.74,2.9,8.7,3.33,1.88,23.04,5.65
Adam Lallana,ENG,Brighton,MF,33.0,Premier League,24,18.0,1561,17.3,0.0,0.06,0.0,0.0,0.0,0.23,0.0,0.08,0.08,48.32,55.61,5.02,672.89,161.45,29.02,31.91,5.25,15.32,1.62,3.06,3.05,0.46,3.35,0.98,0.06,2.72,0.23,1.22,0.0,0.0,1.14,0.0,0.0,-0.08,-0.08,54.86,0.69,0.52,0.06,0.12,0.17,0.0,0.06,0.06,0.92,1.62,1.39,0.0,0.0,0.12,0.12,0.0,0.23,0.23,0.0,0.0,0.0,0.0,0.0,1.97,0.98,0.81,0.81,0.35,0.69,2.37,1.69,1.68,0.92,0.35,0.58,0.92,2.89,0.75,0.06,64.51,2.31,14.05,36.3,14.57,1.97,64.51,0.81,1.33,3.52,1.39,0.87,45.78,2.72
